263;100,7832;101,0417;97,22222;0;0,2584991;8,618248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;42;42;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;722;746,6;0,01;0;1,24;0,03;0;0,02;0;0;0,01;0;0,01;0,01;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;689;
264;100,7832;101,0995;97,10648;0;0,3163681;8,561128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;42;42;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;721,8;746,5;0,01;0;1,24;0,03;0;0;0;0;0,01;0;0;0,01;0,01;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;699;
265;100,7832;100,5787;97,16435;0;-0,2044678;8,583245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;42;42;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;721,9;746,5;0,01;0;1,25;0,03;0;0;0;0;0,02;0;0;0,02;0,02;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;709;
266;100,7832;100,9259;97,56944;0;0,1427536;8,631371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;42;43;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;721,8;746,5;0,01;0;1,25;0,02;0;0;0;0;0,01;0;0;0,02;0,01;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;719;
267;100,7832;100,463;97,39583;0;-0,3202057;8,549591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;42;43;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;721,9;746,5;0,01;0,01;1,25;0,03;0;0,01;0;0;0,01;0;0;0,02;0,01;0,01;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;729;
268;100,7832;100,9259;97,39583;0;0,1427536;8,573722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;42;43;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;722;746,6;0,01;0;1,25;0,03;0;0,02;0;0,01;0,01;0;0,01;0,03;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;739;
269;100,7832;100,6366;97,8588;0;-0,1465988;8,518607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;42;43;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;722;746,6;0,01;0;1,26;0,03;0;0,02;0,01;0;0,01;0,01;0;0,02;0,02;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;749;
270;100,7832;100,8681;97,56944;0;8,488464E-02;8,561127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;43;43;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;721,9;746,6;0,01;0,01;1,23;0,03;0;0;0;0;0,01;0;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;759;
271;100,7832;100,9838;97,22222;0;0,2006226;8,521644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;43;43;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;721,8;746,5;0,01;0;1,24;0,03;0;0,02;0;0;0,01;0,01;0;0,02;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;769;
272;100,7832;101,0995;97,39583;0;0,3163681;8,575614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;43;43;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;721,9;746,5;0;0;1,24;0,03;0;0;0,01;0;0,01;0,01;0,01;0,01;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;779;
273;100,7832;100,9259;97,62731;0;0,1427536;8,529529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;43;43;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;721,9;746,4;0,01;0;1,24;0,03;0;0,01;0;0;0,02;0,01;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;789;
274;100,7832;100,463;97,16435;0;-0,3202057;8,556835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;43;43;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;721,9;746,4;0,02;0;1,24;0,03;0;0;0;0;0,02;0,01;0,01;0,02;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;799;
275;100,7832;100,5208;97,68518;0;-0,2623367;8,50732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;43;43;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;721,9;746,5;0,02;0;1,24;0,03;0;0,02;0,01;0;0,02;0,01;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;809;
276;100,7832;100,5208;97,56944;0;-0,2623367;8,515401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;43;43;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;722;746,4;0;0;1,24;0,02;0;0;0;0;0,01;0;0;0,02;0,02;0;0;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;819;
277;100,7832;100,2894;97,28009;0;-0,4938202;8,563604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;43;43;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;722;746,4;0,01;0;1,24;0,03;0;0;0;0;0;0;0;0,02;0,02;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;829;
278;100,7832;100,6366;97,62731;0;-0,1465988;8,522534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;43;44;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;721,8;746,4;0,01;0,01;1,24;0,03;0;0;0;0;0;0,01;0;0,02;0,02;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;839;
279;100,7832;100,9259;97,51157;0;0,1427536;8,599493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;43;44;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;721,8;746,3;0,01;0;1,24;0,03;0;0,01;0;0,01;0,01;0,01;0,01;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;849;
280;100,7832;100,9838;97,56944;0;0,2006226;8,526824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;44;44;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;721,9;746,5;0,01;0;1,24;0,03;0;0;0,01;0;0,01;0;0,01;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;859;
281;100,7832;100,6945;97,28009;0;-8,872223E-02;8,572352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;44;44;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;721,9;746,4;0,01;0;1,24;0,02;0;0,01;0,01;0;0,02;0,01;0;0,02;0,01;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;869;
282;100,7832;100,6366;97,74305;0;-0,1465988;8,51983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;44;44;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;721,9;746,4;0,01;0;1,24;0,03;0;0,01;0;0;0,02;0,01;0;0,03;0,01;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;879;
283;100,7832;100,8681;96,99074;0;8,488464E-02;8,565861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;44;44;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;721,9;746,4;0,02;0;1,25;0,03;0;0,02;0;0;0,02;0,01;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;889;
284;100,7832;100,6945;97,22222;0;-8,872223E-02;8,523452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;44;44;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;721,9;746,3;0,01;0;1,25;0,03;0;0,01;0;0;0,01;0;0;0,03;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;899;
285;100,7832;101,6204;97,68518;0;0,8371964;8,544488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;44;44;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;721,8;746,3;0,01;0;1,26;0,03;0;0,02;0;0;0,02;0,01;0;0,03;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;909;
286;100,7832;100,463;97,22222;0;-0,3202057;8,565358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;44;44;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;721,8;746,2;0,01;0;1,26;0,03;0;0,02;0;0;0,01;0,01;0;0,01;0,02;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;919;
287;100,7832;100,7523;97,68518;0;-3,085327E-02;8,583301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;44;44;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;721,9;746,3;0,01;0,01;1,24;0,02;0;0,01;0;0;0,02;0;0,01;0,02;0,02;0;0,02;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;929;
288;100,7832;100,5208;97,04861;0;-0,2623367;8,569649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;44;44;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;722;746,2;0,01;0;1,23;0,03;0;0;0;0;0,02;0,01;0;0,01;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;939;
289;100,7832;101,6204;97,8588;0;0,8371964;8,497649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;44;45;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;721,8;746,2;0,01;0,01;1,24;0,02;0;0;0;0;0,01;0;0,01;0,01;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;949;
290;100,7832;100,9838;97,74305;0;0,2006226;8,524955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;45;45;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;721,9;746,2;0,01;0;1,24;0,03;0;0,01;0;0;0,02;0;0;0,02;0,02;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;959;
291;100,7832;100,8102;96,99074;0;2,701569E-02;8,604339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;45;45;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;722;746,2;0;0;1,24;0,03;0;0,01;0;0;0,02;0;0,01;0,02;0,02;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;969;
292;100,7832;101,0417;97,68518;0;0,2584991;8,547216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;45;45;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;721,8;746,3;0,01;0;1,24;0,03;0;0,01;0,01;0,01;0,02;0;0;0,02;0,02;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;979;
293;100,7832;100,9259;96,99074;0;0,1427536;8,5777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;45;45;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;721,8;746,2;0,02;0;1,24;0,03;0;0;0,01;0;0,01;0,01;0;0,02;0,03;0;0;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;989;
294;100,7832;101,0995;97,33796;0;0,3163681;8,593637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;45;45;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;721,8;746,2;0,01;0;1,24;0,03;0;0;0;0;0;0,01;0;0,02;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;999;
295;100,7832;100,5787;97,68518;0;-0,2044678;8,525979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;45;45;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;721,8;746,2;0,01;0,01;1,24;0,03;0;0;0;0;0;0,01;0,01;0,02;0;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;
296;100,7832;100,5208;97,10648;0;-0,2623367;8,585305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;45;45;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;721,9;746,1;0,01;0,01;1,24;0,03;0;0,01;0;0;0,01;0,01;0,01;0,01;0,02;0;0,02;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;
297;100,7832;100,463;97,74305;0;-0,3202057;8,530191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;45;46;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;721,8;746,2;0,01;0;1,23;0,03;0;0;0;0;0,01;0,01;0,01;0,01;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;
298;100,7832;100,5787;97,74305;0;-0,2044678;8,585166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;45;46;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;721,7;746,1;0,01;0;1,24;0,03;0;0;0;0;0,02;0;0,01;0,03;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;
299;100,7832;101,1574;97,28009;0;0,3742371;8,609713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;45;46;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;721,8;746,1;0,01;0;1,24;0,03;0;0,01;0;0;0,02;0,01;0;0,02;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;
300;100,7832;100,5787;97,16435;0;-0,2044678;8,436903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;45;46;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;721,8;746,2;0,01;0;1,24;0,03;0;0;0;0;0,02;0,01;0;0,03;0,02;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;
301;100,7832;101,0417;97,68518;0;0,2584991;8,495808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;46;46;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;721,8;746,2;0,01;0;1,24;0,03;0;0,02;0;0;0,01;0,01;0,01;0,02;0,03;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;
302;100,7832;101,0417;97,10648;0;0,2584991;8,60152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;46;46;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;721,7;746,2;0,01;0;1,24;0,03;0;0,02;0;0;0,01;0;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;
303;100,7832;100,7523;97,68518;0;-3,085327E-02;8,519406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;46;46;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;721,8;746,1;0,01;0;1,23;0,03;0;0,01;0;0;0,02;0;0;0;0,01;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;
304;100,7832;101,0995;97,16435;0;0,3163681;8,526066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;46;46;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;721,8;746,2;0,01;0;1,24;0,03;0;0,01;0,01;0;0;0;0;0,02;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;
305;100,7832;100,5787;97,16435;0;-0,2044678;8,530887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;46;46;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;721,8;746;0;0,01;1,24;0,03;0;0,01;0;0;0,02;0,01;0,01;0,01;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;
306;100,7832;101,4468;96,93287;0;0,6635895;8,563292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;46;46;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;721,9;746,1;0,01;0;1,24;0,03;0;0,01;0,01;0;0,02;0;0;0,01;0,02;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;
307;100,7832;100,8102;96,93287;0;2,701569E-02;8,513025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;46;46;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;721,9;746;0,01;0;1,23;0,03;0;0,01;0;0;0,02;0,01;0;0,02;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;
308;100,7832;100,7523;97,16435;0;-3,085327E-02;8,56674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;46;46;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;721,7;746,1;0;0;1,24;0,02;0;0;0;0;0,01;0;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;
309;100,7832;101,0995;97,04861;0;0,3163681;8,606925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;46;46;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;721,8;746,1;0,01;0;1,25;0,03;0;0,01;0;0;0,01;0;0;0,03;0,02;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;
